pair_id,en_source_id,ne_source_id,en_sentence_index,ne_sentence_index,en_text,ne_text,alignment_score,manual_label,reviewer,notes
EDU_0001_EDU_0002_00201,EDU_0001,EDU_0002,2399,200,"(ii) Which vegetable is the most
expensive one?","890 grams cannot be
subtracted from 700 grams.
So, we borrow 1 kg (1000
grams) add it to 700 grams
and the sum is 1700 grams.
Now, when subtracted
890 from 1700 grams, the
difference is 810 grams.
4
Example 3
Example 4
Exercise 5.13

102
My Mathematics, Grade 4

(c)
350 grams
(d) 12 kg
986 grams

+ 2 kg 690 grams
+

894 grams
4. Subtract.

(a)
8 kg 300 grams
(b) 12 kg
375 grams

— 3 kg 520 grams
— 10 kg
650 grams

(c)
7 kg 600 grams

- 5 kg 776 grams
5. How many grams should be added to 720 grams to make it 1 kg?",0.6444,,,
EDU_0001_EDU_0002_00202,EDU_0001,EDU_0002,2412,201,"45
per kg
Rs.","6. The weight of a pair of shoes was 910 grams. When it was repaired

changing the sole, its weight reached 1 kg and 120 grams. What

was the weight of sole added to it?",0.6445,,,
EDU_0001_EDU_0002_00203,EDU_0001,EDU_0002,2424,202,(ii) Where is the shop located?,"7. Raju bought 5 kg apples out of which 2 kg and 270 grams

were rotten. How much fresh apples did Raju have?",0.6445,,,
EDU_0001_EDU_0002_00204,EDU_0001,EDU_0002,2436,203,"80/kg
Sugar: Rs.","8. Ghee produced by banspati company is available in plastic bag.

If 1 kg ghee is packed in a plastic bag weighing 70 grams, what will

be the total weight of ghee with plastic bag?",0.6445,,,
EDU_0001_EDU_0002_00205,EDU_0001,EDU_0002,2448,204,"(iv) After buying all goods as in the list, how much does she
need to pay in total?","9. How many apple are needed to distribute 5 people 1 kg 250 grams

each?",0.9625,,,
EDU_0001_EDU_0002_00206,EDU_0001,EDU_0002,2460,205,1) What are the things mentioned in the bill?,"10. 1 kg and 200 gms grapes are divided among four persons. How

many grams of grapes will each get?",0.7092,,,
EDU_0001_EDU_0002_00207,EDU_0001,EDU_0002,2472,206,220.,"11. A shopkeeper bought 350 kg sugar, out of which 1891
2 kg was sold.

How much sugar was left then?",0.6444,,,
EDU_0001_EDU_0002_00208,EDU_0001,EDU_0002,2484,207,1.,"Give your answer in kg and

grams.

My Mathematics, Grade 4
103
6
Bill and Budget
Look at the above bill and answer the following questions:
(a) What was the name of the shop where Puspa bought goods?",0.6444,,,
EDU_0001_EDU_0002_00209,EDU_0001,EDU_0002,2497,208,"170

My Mathematics, Grade 4
Calculation of amount
Mathematics dictionary: 1× Rs.",(b) Who did sell the goods to Puspa?,0.7028,,,
EDU_0001_EDU_0002_00210,EDU_0001,EDU_0002,2509,209,"490
2.",(c) What goods did she buy?,0.6445,,,
EDU_0001_EDU_0002_00211,EDU_0001,EDU_0002,2521,210,1.,(d) How much did she pay altogether?,0.6445,,,
EDU_0001_EDU_0002_00212,EDU_0001,EDU_0002,2533,211,"Pen
1
80
80
Total
1780
In Words: One thousand seven hundred and eighty only.",(e) What parts are included in a simple bill?,0.8337,,,
EDU_0001_EDU_0002_00213,EDU_0001,EDU_0002,2545,212,"2393263
Bill No.",(f) What are the advantages of taking a bill?,0.6444,,,
EDU_0001_EDU_0002_00214,EDU_0001,EDU_0002,2557,213,2.,"Puspa bought rice, pulse, sugar, and pen from a shop. Shopkeeper
gave a bill to her. The bill was as follow:
Collect yourself or get students to collect original bills. Show the bills and
make clear about the parts mentioned in the bill. Make students discuss
the method of calculating total price from quantity and rate, information
available in the bill and advantages of taking bills in the class.
Teaching Instructions:

104
My Mathematics, Grade 4
1.
Read the following bill and answer the questions.
(a) Who did purchase the goods?",0.6444,,,
EDU_0001_EDU_0002_00215,EDU_0001,EDU_0002,2569,214,"Papaya
2 kg
90
180
3.",(b) Who was the seller of the goods?,0.8277,,,
EDU_0001_EDU_0002_00216,EDU_0001,EDU_0002,2582,215,Others are correct.,(c) How many copies did Anjana buy?,0.7980,,,
EDU_0001_EDU_0002_00217,EDU_0001,EDU_0002,2594,216,1.,(d) What was the price of one pencil?,0.6445,,,
EDU_0001_EDU_0002_00218,EDU_0001,EDU_0002,2606,217,Which rice is expensive?,(e) What was the name of the shop?,0.8972,,,
EDU_0001_EDU_0002_00219,EDU_0001,EDU_0002,2618,218,"English
2
300
600
2.",(f) How much money did Anjana pay?,0.8311,,,
EDU_0001_EDU_0002_00220,EDU_0001,EDU_0002,2630,219,How much is the total bill?,"2.
Read the following bill and answer the questions.
(a) What was the name of the shop

where Rita bought fruit?",0.6444,,,
EDU_0001_EDU_0002_00221,EDU_0001,EDU_0002,2642,220,"B-complex
1
12
30
Total
515
In Words: Five hundred and fifteen.",(b) Which fruits did she purchase?,0.7954,,,
EDU_0001_EDU_0002_00222,EDU_0001,EDU_0002,2654,221,6.,(c) What was the total price of fruits?,0.6443,,,
EDU_0001_EDU_0002_00223,EDU_0001,EDU_0002,2667,222,"What is the cost of
apple per kg?","(d) How much did Rita pay to

shopkeeper?",0.9379,,,
EDU_0001_EDU_0002_00224,EDU_0001,EDU_0002,2679,223,Answer the questions.,"(e) Why did the shopkeeper take lesser

amount than total price?",0.6445,,,
EDU_0001_EDU_0002_00225,EDU_0001,EDU_0002,2691,224,4.,"(f) How much discount did the

shopkeeper give to Rita?",0.6444,,,
EDU_0001_EDU_0002_00226,EDU_0001,EDU_0002,2703,225,"Lakpa Tamang

2 kg orange at the rate
of Rs.","Exercsie 6.1
Show real bills (discount, vat, tax not included ones), and practise to take
and give information from the bills.
Teaching Instructions:

My Mathematics, Grade 4
105
7.1 Bar graph
10 jeeps, 15 school buses, 20 private
vehicles, 30 tempos, 12 government
vehicles and 35 taxis passed through
New Road in Kathmandu in the morning
, between 9 to 10 am. How can this
information be presented so that it is easier
to understand for all?",0.6444,,,
EDU_0001_EDU_0002_00227,EDU_0001,EDU_0002,2715,226,"decreased cost
iii.","Making a table is one
of the ways. The above information can be
presented in the table as follow:

Jeeps School Buses Private Vehicles Tempos Government Vehicles Taxis

10
15
20
30
12
35
It is easier to understand various information from the table. If the
above information is presented in bar graph, it is very easy to compare
the facts. The information can be presented in bar graph as below:

40

35

30

25

20

15

10

5

0
Number
Jeep School bus Private vehicle
Tempo Government Vehicle
Taxi
7
Statistics
Vehicles

106
My Mathematics, Grade 4
Try to answer the following questions on the basis of the above bar graph.
(a) Which vehicles run most within an hour?",0.6444,,,
EDU_0001_EDU_0002_00228,EDU_0001,EDU_0002,2727,227,"One day, he shared the monthly income and expenses
of the month of Mangsir, 2078.",(b) Which vehicles run the least?,0.6550,,,
EDU_0001_EDU_0002_00229,EDU_0001,EDU_0002,2739,228,(a) What is the monthly salary of Satyanarayan?,(c) What does the height of the bar graph represent?,0.9695,,,
EDU_0001_EDU_0002_00230,EDU_0001,EDU_0002,2752,229,(c) What are the sources of income of Satyanarayan’s family?,"d) What do the vertical and the horizontal lines represent in the bar

graph?",0.9284,,,
EDU_0001_EDU_0002_00231,EDU_0001,EDU_0002,2764,230,His monthly expense is Rs.,"(e) How many vehicles are represented by one square unit in the

vertical line?",0.6445,,,
EDU_0001_EDU_0002_00232,EDU_0001,EDU_0002,2776,231,"If the amount of income is more than the
amount of expense, then there will be saving.","Thus, the bar graph is very useful to compare the objects having the
same characteristics. We can get various information at a glance. The
bargraph is used to show and compare height and weight of members
of a family; class wise number of students in a school; investment
and return of government offices; rainfall and temperature in seven
days etc. In which tasks can bar graph be used besides the above
mentioned tasks?",0.6444,,,
EDU_0001_EDU_0002_00233,EDU_0001,EDU_0002,2788,232,"Catering charged
Rs.","Discuss in class.
1.
There were 100 students in a school. When asked ""Which subject

do you like most?"", we got the following responses.

Favourite
Nepali
Mathematics English Science Health Geography

Subjects

Number of
15
30
10
25
15
5

Students

Draw a bar graph to represent the above information taking 1 room

= 10 students in vertical axis.
2.
The number of students who did not do homework among 50

students in class 4 last week is given in the table below. Draw a bar

graph taking 1 room = 10 students in vertical axis.

Days
Sunday Monday Tuesday Wednesday Thursday
Friday

Number of

students
6
7
10
3
6
2
Exercise 7.1

My Mathematics, Grade 4
107
Answer the following questions from your bar graph.
(a) Which day did most of the students do homework?",0.6444,,,
EDU_0001_EDU_0002_00234,EDU_0001,EDU_0002,2800,233,Rs.,(b) Which day did least of the students not do homework?,0.6444,,,
EDU_0001_EDU_0002_00235,EDU_0001,EDU_0002,2812,234,Why?,(c) How many students did not do homework in a week?,0.6444,,,
EDU_0001_EDU_0002_00236,EDU_0001,EDU_0002,2825,235,"Answer the
following questions based on the budget.","3.
The height of students of class 4 is given in cm in the following table.

Height
102 cm
103 cm
104 cm
105 cm
106 cm

Number of

students
5
10
15
12
8
4.
Draw a bar graph to represent the height of students and answer

the following questions.
(a) What is the height of the maximum number of students?",0.6445,,,
EDU_0001_EDU_0002_00237,EDU_0001,EDU_0002,2837,236,"(d) The expense headings are buying tea leaves, milk, sugar,
cake, and paper cup.",(b) Which height students are least in number?,0.8170,,,
EDU_0001_EDU_0002_00238,EDU_0001,EDU_0002,2849,237,"25000.–
Food
Transportation
Music system
Cold drinks
Awards
Others
Rs.","(c) If the students with more than 104 cm are considered taller, how

many students are taller in the class?",0.8678,,,
EDU_0001_EDU_0002_00239,EDU_0001,EDU_0002,2861,238,"(e) What is the condition of income and expense in the picnic
budget?",(d) What is the percentage of the students whose height is 102 cm?,0.9838,,,
EDU_0001_EDU_0002_00240,EDU_0001,EDU_0002,2873,239,"2,000
Rs.",(e) How many students are there whose height is lesser than 105 cm?,0.6444,,,
EDU_0001_EDU_0002_00241,EDU_0001,EDU_0002,2885,240,"50, 000 and by selling vegetables Rs.","4.
Students had fruits in a picnic as follow.
50
40
30
20
10
0
Number
Mango
Banana
Apple
Orange
Papaya

108
My Mathematics, Grade 4
Answer the following questions from the above bar graph.
(a) How many kinds of fruits were taken in the picnic?",0.6444,,,
EDU_0001_EDU_0002_00242,EDU_0001,EDU_0002,2897,241,"1,10,000
Rs.",(b) Which fruits were used the most and the least?,0.6444,,,
EDU_0001_EDU_0002_00243,EDU_0001,EDU_0002,2910,242,"My Mathematics, Grade 4
189
Project work
1.",(c) Which two fruits were used in equal number?,0.9728,,,
EDU_0001_EDU_0002_00244,EDU_0001,EDU_0002,2922,243,"(a) Sources of income

(b) Headings of expense

(c) Highest and the lowest amount in the income and
expense

(d) Whether the expenses according to headings enough?","(d) If each student had eaten only one fruit, how many students were

there altogether in the picnic?",0.8513,,,
EDU_0001_EDU_0002_00245,EDU_0001,EDU_0002,2934,244,"Discuss in a group and conclude
as follows.","7.2 Reading a thermometer
Sometimes, we feel severe cold. Sometimes, it is
scorching hot and we sweat a lot. Temperature is
high and low according to the changes in weather.
You might have heard about the temperature of
various places from Radio or Television at the end
of news broad casting. One who listens to radio or
watches television knows where it is too hot or cold
in the various places of Nepal. The instrument used
to measure temperature is called themometer.
The adjoining figure is of thermometer. What does
the black shaded portion indicate in the figure?",0.6445,,,
EDU_0001_EDU_0002_00246,EDU_0001,EDU_0002,2946,245,"Find
how many more it is.","The black shaded portion indicates mercury in
the thermometer. Its height changes according
to temperature. The height increases in the hot
temperature and decreases in cold. The serial
numbers are written vertically in both sides. In the
left side of the vertical scale, temperature is read in
Celsius scale. In the right side, temperature is read
in Fahrenheit scale. The unit of temperature is ° C
(degree Celsius) or ° F (degree Fahrenheit). Look
at the figure carefully and answer the following
questions.
-
What ° F is represented by 4 ° C in the thermometer?",0.6444,,,
EDU_0001_EDU_0002_00247,EDU_0001,EDU_0002,2958,246,(ii) Club occurred the least number of times.,"-
What is the lowest temperature shown in Fahrenheit scale of the

thermometer?",0.8181,,,
EDU_0001_EDU_0002_00248,EDU_0001,EDU_0002,2970,247,(II) What is the name of the least liked fruit?,"My Mathematics, Grade 4
109
Look at the thermometer given below. It shows 36.5 °C temperature.
What is the temperature in Fahrenheit scale?",0.6444,,,
EDU_0001_EDU_0002_00249,EDU_0001,EDU_0002,2982,248,"Study the diagram
and answer the following question.","Look at the figure.
The above thermometer is used to measure the body temperature of
people. The mercury shows 98°F. When we suffer from fever, body
temperature rises up to 100° F and even to, 104° F, 108° F. Have
you ever seen a doctor measuring the body temperature of patients?",0.6444,,,
EDU_0001_EDU_0002_00250,EDU_0001,EDU_0002,2995,249,(c) three?,"Measuring temperature means knowing the temperature of body. It
is not good to have body temperature higher or lower than 98°F.
1.
Keep a thermometer in the classroom and read the temperature at
10 o'clock and 3 o'clock every day. Does the thermometer show
the same or different temperature in the morning and afternoon?",0.6445,,,
EDU_0001_EDU_0002_00251,EDU_0001,EDU_0002,3007,250,(ii) Which spot is selected by the greatest of the students?,"List the temperature.
2.
Do the above activity (ex. 1) for a week. Draw two bar graphs to
show the temperature in the morning and afternoon in a week.
Can you show this in one bar graph?",0.6445,,,
EDU_0001_EDU_0002_00252,EDU_0001,EDU_0002,3019,251,"(e)
If cabbage was Rs.","3.
If you have a clinical thermometer in your house, measure your
temperature early in the morning and note in a paper. See body
temperature for a week. Is the temperature same or different?",0.6445,,,
EDU_0001_EDU_0002_00253,EDU_0001,EDU_0002,3031,252,"Prepare a report by answering the
following questions.","7.3 Ordered pairs
Look at the following figure carefully. Vertical and horizontal lines
are crossed at point O in the figure. There is written 1, 2, 3, 4 and 5
numbers towards the right from O. Similarly, there is written 1, 2, 3,
4 and 5 numbers upwards in the vertical line.
If we are at O and want to reach at swing, we have to move 3 units
to the right and then 1 unit up. We denote this by ordered pair (3, 1).
The ordered pair (3, 1) means 3 units towards right horizontally and
1 unit upward. If the order is taken as horizontal first and vertical
second for all points in the figure, the ordered pair for house is (1, 1).
The ground is denoted by the order pair (1, 3).
Exercise 7.2

110
My Mathematics, Grade 4
Similarly, can you write the ordered pair for the following places?",0.6444,,,
EDU_0001_EDU_0002_00254,EDU_0001,EDU_0002,3043,253,800.,"a)
The location of water pump
b) The location of bus stop
c)
The location of hospital
5
4
3
2
1
0
1
2
3 4
A
B
C
G
F
D
E
1
2
3
4
5
5
4
3
2
1
0
The order of numbers is very
important in ordered pair. In the
above figure, if we take ordered pair
(1, 3), we reach at lawn but if we
take ordered pair (3, 1), we reach
at swing. Therefore, ordered pairs
(1, 3) and (3, 1) denote quite
different places. Ordered pair is
used to represent the situation of
points in plain surface.
In the adjoining figure, if the ordered pair (2, 4) represents point the
A. then,
a)
What is the ordered pair to denote point B?",0.6444,,,
EDU_0001_EDU_0002_00255,EDU_0001,EDU_0002,3055,254,"Exercise

My Mathematics, Grade 4
201

(d) The heights of the bars of class 9 and class 2 are
equal.",b) What is the ordered pair to denote point F?,0.7205,,,
EDU_0001_EDU_0002_00256,EDU_0001,EDU_0002,3067,255,"Goma

Seller
Questions:
(i)
When was the goods bought?","c)
Which point does the ordered pair (3, 1) denote?",0.9806,,,
EDU_0001_EDU_0002_00257,EDU_0001,EDU_0002,3080,256,"Geometry box
1 pc
180
180
2.","d) Which point does the ordered pair (4, 3) denote?",0.8028,,,
EDU_0001_EDU_0002_00258,EDU_0001,EDU_0002,3092,257,"1000,
then how much would be the return?","My Mathematics, Grade 4
111
1. Write down the ordered

pair to denote the points

A, B, C, D, E in the

adjoining figure.
7
6
5
4
3
2
1
0
1
2
3
4
5
6
7
E
C
D
B
A
7
6
5
4
3
2
1
0
1
2
3
4
5
6
7
2.
Plot the following points

A, B, C, D, E, F, G, H, I, J, K

having ordered pairs

(0, 4), (2, 5), (4, 5), (5, 4),

(6, 6), (5, 3), (4, 2), (2, 2),

(1, 3), (2, 4) respectively.

Join the points in order

and also join points A

and K. What figure have

you made?",0.6445,,,
EDU_0001_EDU_0002_00259,EDU_0001,EDU_0002,3104,258,"(vi) Find the total number of students in Kaladevi Basic
School?","Exercise 7.3
The above activities are just symbolic activities to make the students able to
read information from graph and to develop skill of representing information
in graph while teaching statistics. In addition to above examples, let students
collect data, make table and graph to represent class-wise students in a
school, student's attendance and absence in a week, and other familiar
events in their surroundings. Similarly, make exercise in ordered pair to
represent various shapes and tell them to read and plot the ordered pair.
Teaching Instructions:

112
My Mathematics, Grade 4
This set can be called a 'set of children' because Ram, Gopi and Sita
are members of the set. Can this set be called as 'set of taller people'?",0.6445,,,
EDU_0001_EDU_0002_00260,EDU_0001,EDU_0002,3116,259,"Check whether the mathematical
expressions are correct or not.","In the figure above, Ram is taller than Sita and shorter than Gopi. If
we name the set as 'set of taller people', Ram belongs to the set because
he is taller than Sita. Ram does not belong to the set because he is
shorter than Gopi. Thus, Ram belongs to that set in the first case and
he does not belong to the set in the second case. It means the members
of the set are not well defined. So, this type of collection is not a set.
In this collection, there are only even numbers from
2 to 12. This set is called a set of even numbers,
which are smaller than 13.
3 does not belong to the set. Why?",0.6444,,,
EDU_0001_EDU_0002_00261,EDU_0001,EDU_0002,3128,260,"+ 1 = 6
The answer is correct.","The reason
is that 3 is an odd number. 14 also does not
belong to the set because although it is an
even number, the set consists even numbers
smaller than 13. Thus, it should be clear that
which items belong to the set and which do
not.
8.1 Introduction
Read and learn.
4
2
8
6
10
12
Ram
Sita
Gopi
8
Sets
Example 1

My Mathematics, Grade 4
113
A set is a well defined collection of objects.
Objects, which belongs to a set, are members of the set. Ram's family
has seven members, viz. Hari, Bhagawati, Ram, Rambilas, Shila, Shiva
and Pasang. Ram's family is a set. Hari is a member of the set and
Bhagawati is also a member. Similarly, who are the other members
of the set?",0.6444,,,
EDU_0001_EDU_0002_00262,EDU_0001,EDU_0002,3140,261,"If your friend answers
correctly, then she or he gets a point.","But Bhunte is not a member of the set.
1.
Identify whether the following statement are set or not and name
the members of the set.

(a) The set of seven days of a week

(b) The set of numbers from 1 to 10

(c) The set of taller students of class 4

(d) The set of students of class 4

(e) The set of girls having black hair

(f) The set of vowels of English alphabets

(g) The set of English alphabets

(h) The set of instruments in geometry box

(i) The set of students who can jump higher
2. Identify whether the following statements about the set are right

or wrong.

(a) Sunday is a member of the set of seven days of a week.

(b) Saturday is a member of the set of office opening days.

(c) 3 is a member of the set of even numbers.

(d) Triangle is not a member of the set of geometrical shapes.

(e) Raju's family has Shila, Krishna, Shiva and Kailash. Krishna is a

member of the set of the family.

(f) Number of members of a set may be one, two or more than two.

(g) Blackboard is not a member of the set of furniture.
Exercise 8.1

114
My Mathematics, Grade 4
8.2 Methods of writing sets

Look at the following figure.
WOMENS DAY
BHANU JAYANTI
FALGUN 7 GATE
Figure 'A'
Figure 'B'
In the figure A, (Falgun 7 gate, Women day and Bhanu jayanti) are
written in a circle. Falgun 7 gate, Women day and Bhanu jayanti
represent the set of national festival days. Similarly, in the figure B,
flowers are enclosed in a circle. Thus, objects are enclosed within a
circle and are taken as members of the set. This is one of the methods
of writing a set.
Next method of writing a set is listing all its members enclosed within
curly brackets { } with each member separated by commas. Look
at the following examples:
The set of school opening days can be written as {Sunday, Monday,
Tuesday, Wednesday, Thursday, Friday}
The set of sense organs = {eyes, nose, ears, tongue, skin}
Thus, the method of writing set by listing its all members within
curly brackets { } and separating each elements by commas is
called listing method.

My Mathematics, Grade 4
115
Write the following members of each set by listing method.
1.
The set of all zones of Nepal
2.
The set of all subjects taught in class four
3.
The set of odd numbers from 1 to 10
4.
The set of the last three alphabets of English
5.
The set of metropolitan cities of Nepal
6.
The set of Roman numerals from 1 to 10
7.
The set of vowels of English alphabets
8.
The set of the last five alphabets of Nepali
9.
The set of the first three vowel alphabets of English
10. The set of colours used in Nepalese national flag
Exercise 8.2

116
My Mathematics, Grade 4
Look at the following figure.

3
+
3
+
3
+
3
= 4 x 3 = 12

4 piles of 3 pencils = 12 pencils

x
+
x
+ x
+ x
= 4 x X = 4x

4 Packets of x Pencils = 4 x Pencils
9.1 Variable and Value
In the following number line, which numbers should be written in
place of x, y and z. Write in your exercise book.
0
1
2
3
x
5
6
7
y
9
10
z
12 13
x =

y =

z =
In algebra, we can use letters or other symbols in place of numbers.
The letter or symbol which is used in place of numbers is called
variable.
9
Algebra
3 + 3 + 3 + 3
= 4 x 3 = 12
but
x + x + x + x =?",0.6444,,,
EDU_0001_EDU_0002_00263,EDU_0001,EDU_0002,3152,262,"On writing mathematical form,
- 4 = 5
In the same way, after asking 10 questions, based on the answers
given by friends, announce the winner according to the rule of
the game.","It is also similar. Here 3 is added 4
times. So, 3 + 3 + 3 + 3 = 4 x 3 =
12. Similarly, in x + x + x + x , x is
added 4 times. So, x + x + x + x
= 4 x x = 4x. Do you understand?",0.9917,,,
EDU_0001_EDU_0002_00264,EDU_0001,EDU_0002,3165,263,"1 + 5 = 6, Not a 9
Material
3
+
5
=
8
Material
In Box symbol
Meaning
Play with yout freinds creating teaching aids to cost the
mathematical sentences given below.","My Mathematics, Grade 4
117
Similarly, y + y + y = 3 x y = 3 y
Here, y is added three times. The repeated times is written in front
of y. In 3y, 3 which is written in front of y, is called the coefficient.
What is the coefficient of the following terms?",0.8634,,,
EDU_0001_EDU_0002_00265,EDU_0001,EDU_0002,3177,264,(v) What should be subtracted from 9 to get 5?,"Write in the boxes.
The coefficient of m in 6m =
The coefficient of p in 4p =
The coefficient of x in 7x =

The coefficient of a in 5a =
If a = 3, find the value of a + 4.
Here,

a + 4
= 3 + 4 (putting 3 in place of a)
Ans = 7
If p = 7, what is the value of 13 - p?",0.6445,,,
EDU_0001_EDU_0002_00266,EDU_0001,EDU_0002,3189,265,"Write the value of
in each of the cases.","Here,

13 - p
= 13 - 7 (putting 7 in place of p)
Ans = 6
If a = 3 and b = 4, what is the value of 2a + 5b ?",0.6444,,,
EDU_0001_EDU_0002_00267,EDU_0001,EDU_0002,3201,266,"By adding some marbles, he has 27
marbles in total.","Here,

2a + 5b
= (2 x a ) + (5 x b) [2a = 2 x a and 5b = 5 x b]
= (2 x 3 ) + (5 x 4) (putting 3 in place of a and 4 in place of b)
= 6 + 20
Ans= 26
Example 1
Example 3
Example 2

118
My Mathematics, Grade 4
1.
If a = 5, b = 3, c = 4 and d = 0. find the value of followings.

(a) a + 3
(b) b + c
(c) 6 - a
(d) 3b + 2 (e) 2b - 3d

(f) ab - bc (g) ab
(h) bc
(i) cd
(j) a + b + c

(k) a - b +c (l) 2a - (b +c)
2.
If x = 5, find the length of the following line segments.

(a)
(b)

(c)
(d)

(e)
3.
If x = 3, find the perimeter of the followings.

(a)
(b)
2x cm
x cm
8 cm
P
Q
R
3x cm
2x cm
3x cm
2x cm
A
D
B
C
Exercise 9.1
9.2 Algebraic terms and expressions
Raju had x marbles. His mother gave him 5 marbles. Now, Raju
had x + 5 marbles. Shila had Rs. y. She bought a pen for Rs.
10. Then she had Rs. (y - 10) left. Here, x, 5, y, 10 are known as
algebraic terms.

When algebraic terms are connected by '+' or '-' sign, it is called

algebraic expression. In the above examples, x + 5 and y - 10 are

algebraic expressions. How many terms are there in these two

expressions?",0.6444,,,
EDU_0001_EDU_0002_00268,EDU_0001,EDU_0002,3213,267,"(ii) Adarsha Basic School distributed 2/2 notebooks to each of
the girl students of class 4 to motivate for regularity.","x cm
5 cm
2x cm
5 cm
x cm
20 cm
3x cm
2 cm
x cm
x cm
x cm
x cm
2x cm
x cm

My Mathematics, Grade 4
119
Suraj has x marbles and Saurav has 3x marbles. They have 4x marbles
altogether. x, 3x and 4x are monomials.
So, there may be one, two or more than two terms in algebraic
expressions.
(a) x, y, 5x, 3z, 4 etc. are monomials.
(b) x + y, x - y, 3a + 4b etc. are binomials.
(c) x + y + z, 2a + 3b + 4c, p + 2q + 3r etc are trinomials.
How many terms are there in the following algebraic expressions?",0.6444,,,
EDU_0001_EDU_0002_00269,EDU_0001,EDU_0002,3225,268,"Find how much money
was there in the Piggybank.","(a) 3x

(b) 5y
(c) m
(d) 2x + y (e) 4z - z
(f) 5m - 3n (g) x + y + z

(h) 3 - 2x + 5y
(i) 10 - p - q

(j) a - b + c + d + e
9.3 Like and unlike terms
Look, read and discuss

5 Apple

7 Apple
There are 5 apples in the first basket.
Example 9.2
When term 5 is added to term X,
it becomes X + 5. In X + 5, two
terms are added so it is binomial.
Similarly, y - 10 is also binomial.
Thus, binomial is formed
when one term is added
to or subtracted from
another term, isn't it?",0.6444,,,
EDU_0001_EDU_0002_00270,EDU_0001,EDU_0002,3238,269,"This can be expressed as

If one part is 275, what will be two parts?","5 apples
7 apples

120
My Mathematics, Grade 4
There are 7 apples in the second basket.
There are same objects in two baskets. These are like objects.
Now, writing variable 'a' in place of apple,
Apples in the first basket = 5a
Apples in the second basket = 7a
What types of terms are 5a and 7a?",0.6445,,,
EDU_0001_EDU_0002_00271,EDU_0001,EDU_0002,3250,270,"in the place
of the box and check.","5 Apples
4 Oranges
Here, there are 5 apples in the first basket.
There are 4 oranges in the second basket.
There are two different types (unlike) of fruits in the two baskets.
If we write variable 'a' in place of apple and variable 'b' in place orange,
we get.
Apples in the first basket
= 5a
Oranges in the second basket
= 4b
What types of terms are 5a and
4b?",0.6445,,,
EDU_0001_EDU_0002_00272,EDU_0001,EDU_0002,3262,271,"How many groups

will be there from 30 pencils?","Objects having the same characteristics are known as like objects.
Objects having different characteristics are known as unlike objects.
Similarly, terms having same variable are called like terms and terms
having different variables are called unlike terms.
Apples in the both baskets are the
same objects or like objects. Terms 5a
and 7a used to represent the objects
are like terms. isn't it?",0.6445,,,
EDU_0001_EDU_0002_00273,EDU_0001,EDU_0002,3274,272,How many people will get chocolates?,"Apples in the first basket and oranges
in the second basket are different
types (unlike) of fruits. So, terms 5a
and 4b used to represent them are
unlike terms.

My Mathematics, Grade 4
121
Addition of like terms
add 3a and 4a.
We know that,
3a = a + a + a (three a) and
4a = a + a + a + a (four 'a's)
So, 3a + 4a = a + a + a + a + a + a + a = 7a (seven a)
Addition of 3a and 3b.
Here,
3a = a + a + a (three a) and
3b = b + b + b (three b)
So, 3a + 3b
= a + a + a + b + b + b

= ( 3 x a) + (3 x b)

= 3a + 3b
Thus, 3a and 4a are like terms. So, these terms can be added but
3a and 3b are unlike terms, So these terms can not be added. Only
operation of addition can be shown.
Cards having like terms and unlike terms are displayed randomly in
the following figure. How many terms are there having a, b and c?",0.6444,,,
EDU_0001_EDU_0002_00274,EDU_0001,EDU_0002,3286,273,The English letters are replaced by the numbers (CODE).,"{
{
Example 1
Example 2

122
My Mathematics, Grade 4
Like terms can be added in short way too. Look at the following
example.
4x + 7x = (4 + 7) x = 11 x
The coefficients of 4x and 7x are
4 and 7 respectively.
On adding 4 and 7, we get 4 + 7 = 11.
x is the symbol of variable.
1.
Calculate the sum of the following like terms.

(a) a + 3a
(b) 3a + 4a
(c) 2b + 3b
(d) 3c + 7c

(e) 4d + 5d
(f) 9t + 3t
(g) 11x + 12 x
(h) 15y + 12 y

(i) 9z + 9z
(j) 5a + 3b + 4a + 3b (k) 3x + 4y + 3x + 7y

(m) a + a + a + 2a + 3b
2.
Find the length of the following line segments.

(a)
(b)

(c)
(d)
3.
If x = 2, find the actual length of the line segments in the above

question No. 2.
Example 3
While adding like terms, we
should add only the coefficients
of the terms and the variable is
written only once.
Exercise 9.3
x cm
x cm
x cm
2x cm
4x cm
x cm
2x cm
3x cm
12x cm
3x cm
2x cm

My Mathematics, Grade 4
123
4.
Find the perimeter of each of the following geometrical shapes.

(a)
(b)

(c)
(d)
Subtraction of like terms
Look, discuss and learn.

3a
3a – a
2a
3a - a = a + a + a - a
one 'a' has to be removed from '3a', so it is

written as '-a'

= a + a + a - a
cancelling like terms having equal

= 2a

quantity with opposite sign.
3a - 2a = a + a + a - a -a = a
}
}
Example 1
3x cm
2x cm
4x cm
3a cm
3a cm
2a cm
2a cm
b cm
b cm
b cm
b cm
b cm
b cm
b cm
3b cm
y cm
2y cm
y cm
y cm
y cm
2y cm
2y cm
4y cm

124
My Mathematics, Grade 4
3a - 3a = a + a + a - a - a - a = 0
3a - 2b = a + a + a - b - b = (3 x a) - (2 x b) = 3a - 2b
Like terms can be subtracted but unlike terms can not.
12a - 7a
Can you subtract this making short?",0.6444,,,
